ASV,Name,Completeness,Contamination,16S_identity（%）,taxonomy,Coding_Density,Contig_N50,Average_Gene_Length,Genome_Size(bp),predicted_genome_size(Mb),GC_Content,Total_Coding_Sequences
ASV_10503,GCF_002150765.1,92.3 ,1.74,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Lentzea;s__Lentzea_kentuckyensis_[location=95..1610]_[ssu_len=1516]_[contig_len=5073],0.921,99903,332.3495402,10210611,10.9 ,0.69,9461
ASV_9908,GCA_020723735.1,92.3 ,0,99.5 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Sulfuritortus;s__Sulfuritortus_sp002339725_[location=39241..40770]_[ssu_len=1530]_[contig_len=41674],0.921,54273,305.4683832,2621557,2.8 ,0.66,2641
ASV_5632,GCA_009781185.1,92.3 ,2.66,99.2 ,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__WQYP01;f__WQYP01;g__WQYP01;s__WQYP01_sp009781185_[location=1..1406]_[ssu_len=1406]_[contig_len=11912],0.872,22912,321.4453422,4647385,4.9 ,0.57,4208
ASV_14709,GCA_016708905.1,92.4 ,3.1,99.2 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Methylophosphatis;s__Methylophosphatis_roskildensis_[location=1451074..1452665]_[ssu_len=1592]_[contig_len=1660971],0.867,1175740,308.7505317,5005197,5.2 ,0.64,4702
ASV_22546,GCA_020634245.1,92.4 ,5.56,100.0 ,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JACKCC01;s__JACKCC01_sp020634245_[location=257129..258630]_[ssu_len=1502]_[contig_len=390907],0.895,367057,353.7676862,6308035,6.4 ,0.53,5329
ASV_22718,GCA_903829795.1,92.5 ,4.48,100.0 ,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__CAIXSE01_sp903862845_[location=18..1051]_[ssu_len=1034]_[contig_len=19907],0.88,19047,290.8524064,4621700,4.8 ,0.69,4675
ASV_7608,GCA_020199905.1,92.5 ,0,100.0 ,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__Gp7-AA6_sp020199905_[location=175382..176934]_[ssu_len=1553]_[contig_len=306936],0.905,68429,337.4161208,3918712,4.2 ,0.68,3511
ASV_13304,GCA_019456285.1,92.5 ,0.95,99.2 ,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__VRUE01_sp019456285_[location=378..1920]_[ssu_len=1543]_[contig_len=10603],0.884,29376,282.6440525,2115288,2.3 ,0.69,2211
ASV_11341,GCA_016795245.1,92.6 ,1.14,99.5 ,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__JAEUIA01;s__JAEUIA01_sp016795245_[location=13978..15527]_[ssu_len=1550]_[contig_len=18758],0.909,49893,373.5890449,4469514,4.8 ,0.66,3633
ASV_768,GCA_002256925.1,92.6 ,1.13,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas_sp002256925_[location=2..938]_[ssu_len=937]_[contig_len=17740],0.888,9515,276.0625559,3123818,3.3 ,0.63,3357
ASV_530,GCF_000300195.1,92.6 ,2.33,100.0 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J_tunisiense_[location=70..1578]_[ssu_len=1509]_[contig_len=1849],0.812,341305,294.5518808,4308385,4.5 ,0.31,3961
ASV_3887,GCA_003131845.1,92.6 ,2.23,100.0 ,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__Palsa-872;s__Palsa-872_sp003139695_[location=26405..27463]_[ssu_len=1059]_[contig_len=27463],0.918,99670,296.1673026,3286646,3.5 ,0.64,3407
ASV_9938,GCA_016860885.1,92.6 ,1.15,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Vitreimonas;s__Vitreimonas_sp900696695_[location=15988..17449]_[ssu_len=1462]_[contig_len=211711],0.902,243044,307.7958356,3780863,4.0 ,0.67,3698
ASV_148,GCA_017882215.1,92.6 ,0.46,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JADGPY01;s__JADGPY01_sp017882215_[location=11075..12598]_[ssu_len=1524]_[contig_len=17554],0.89,10785,292.5170227,2950368,3.2 ,0.36,2996
ASV_4506,GCA_001628515.1,92.6 ,0.09,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium_erythreum_[location=10..1402]_[ssu_len=1393]_[contig_len=23417],0.906,98322,313.178209,3465752,3.7 ,0.72,3350
ASV_29288,GCA_001769295.1,92.6 ,0.08,99.2 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12481;g__UBA12481;s__UBA12481_sp001769295_[location=1..1210]_[ssu_len=1210]_[contig_len=12449],0.922,31279,372.6617394,3521784,3.8 ,0.49,2909
ASV_27381,GCA_003249105.1,92.7 ,2.7,99.2 ,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea_sp003249105_[location=6624..8109]_[ssu_len=1486]_[contig_len=10040],0.844,17047,296.5127356,5080999,5.3 ,0.57,4829
ASV_17733,GCA_002492145.1,92.7 ,0.67,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella_sp900552195_[location=1112..1707]_[ssu_len=596]_[contig_len=135481],0.88,39883,321.0965217,2514353,2.7 ,0.49,2300
ASV_26865,GCA_005881495.1,92.7 ,9.44,100.0 ,d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__UBA11361;s__UBA11361_sp005881495_[location=738..2239]_[ssu_len=1502]_[contig_len=4933],0.852,23089,288.9229465,6583670,6.4 ,0.53,6489
ASV_648,GCA_016715075.1,92.8 ,4.49,99.5 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21_sp016715075_[location=55362..56885]_[ssu_len=1524]_[contig_len=137936],0.883,261740,336.4096232,5355522,5.5 ,0.41,4697
ASV_1210,GCA_003576805.1,92.8 ,1.25,100.0 ,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__PR03;g__PR03;s__PR03_sp003576805_[location=13014..14572]_[ssu_len=1559]_[contig_len=41163],0.926,21504,325.5646478,5539874,5.9 ,0.73,5267
ASV_8350,GCA_002633085.1,92.9 ,0.4,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Hylemonella;s__Hylemonella_sp002633085_[location=188088..189618]_[ssu_len=1531]_[contig_len=238120],0.922,332653,322.5629077,3374307,3.6 ,0.63,3219
ASV_6562,GCA_002296545.1,92.9 ,2.34,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum_huttiense_[location=25576..26537]_[ssu_len=962]_[contig_len=26537],0.86,19299,303.089107,5487318,5.8 ,0.63,5196
ASV_13544,GCA_001049775.1,92.9 ,1.54,100.0 ,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea_vaginae_[location=216..1729]_[ssu_len=1514]_[contig_len=5162],0.863,113867,335.031348,1483295,1.6 ,0.43,1276
ASV_14039,GCA_011526055.1,92.9 ,2.34,99.7 ,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__PR03;g__CAADGG01;s__CAADGG01_sp900696485_[location=3041..4597]_[ssu_len=1557]_[contig_len=15397],0.905,28023,334.5966084,4306218,4.5 ,0.7,3892
ASV_6308,GCA_014359675.1,92.9 ,3.57,99.2 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium_sp013911965_[location=6221..7699]_[ssu_len=1479]_[contig_len=14621],0.915,10963,290.1071817,3490159,3.6 ,0.7,3676
ASV_20545,GCA_021152245.1,93.0 ,1.05,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides_sp900769905_[location=984..1815]_[ssu_len=832]_[contig_len=1816],0.916,28507,344.5100633,1957876,2.1 ,0.54,1739
ASV_7358,GCA_001567545.1,93.0 ,1.01,100.0 ,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__OLB5;g__OLB5;s__OLB5_sp001567545_[location=3765..5277]_[ssu_len=1513]_[contig_len=13119],0.888,15200,292.6818731,3266728,3.5 ,0.37,3310
ASV_535,GCA_016717765.1,93.1 ,5.36,99.7 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__Rubrivivax_sp016709385_[location=173033..174558]_[ssu_len=1526]_[contig_len=579340],0.895,302023,314.8178214,5042621,5.1 ,0.7,4792
ASV_8921,GCA_022843125.1,93.1 ,2.83,99.5 ,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__Ilumatobacter_sp022843125_[location=3053..4569]_[ssu_len=1517]_[contig_len=141636],0.929,59702,324.2971635,5489905,5.7 ,0.69,5253
ASV_22870,GCF_013867405.1,93.1 ,1.16,99.7 ,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Raphidiopsis;s__Raphidiopsis_raciborskii_[location=3..1365]_[ssu_len=1363]_[contig_len=1559],0.861,16972,236.1502534,3717675,3.9 ,0.41,4539
ASV_11025,GCA_003224025.1,93.1 ,2.29,99.7 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum_sp001917435_[location=73..1600]_[ssu_len=1528]_[contig_len=25010],0.876,23583,308.5211747,4952046,5.2 ,0.57,4699
ASV_18738,GCA_016704885.1,93.1 ,1.02,99.5 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fen-999;s__Fen-999_sp016704145_[location=100342..101876]_[ssu_len=1535]_[contig_len=363516],0.92,338720,301.382151,3425218,3.6 ,0.65,3496
ASV_16835,GCA_002428665.1,93.1 ,2.29,99.2 ,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA8199;g__UBA6082;s__UBA6082_sp002428665_[location=29254..30331]_[ssu_len=1078]_[contig_len=30331],0.898,116879,377.0040139,6891410,7.2 ,0.58,5481
ASV_405,GCA_003222085.1,93.2 ,2.67,100.0 ,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__AG41_sp003222085_[location=11661..12687]_[ssu_len=1027]_[contig_len=12701],0.943,69170,338.6856969,3537766,3.7 ,0.69,3293
ASV_23005,GCA_002730355.1,93.2 ,2.66,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_sp002313585_[location=2590..4108]_[ssu_len=1519]_[contig_len=150378],0.92,140864,314.8279883,3160351,3.3 ,0.67,3087
ASV_9020,GCA_021731585.1,93.2 ,1.82,99.2 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__UBA9655;s__UBA9655_sp021731585_[location=9304..10801]_[ssu_len=1498]_[contig_len=34018],0.892,20865,298.04002,1998524,2.1 ,0.42,1999
ASV_583,GCA_003223195.1,93.2 ,4.41,100.0 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum_sp001917435_[location=34153..35680]_[ssu_len=1528]_[contig_len=38027],0.865,40866,302.6664855,5775415,5.9 ,0.57,5520
ASV_1828,GCA_005885405.1,93.2 ,0.98,100.0 ,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__VAYN01_sp005885405_[location=28511..30052]_[ssu_len=1542]_[contig_len=242301],0.931,157342,310.7584227,2608841,2.8 ,0.68,2612
ASV_247,GCA_900185605.1,93.2 ,1.93,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia_fungorum_[location=80..1607]_[ssu_len=1528]_[contig_len=1916],0.849,119394,271.0310069,8950957,9.4 ,0.62,9385
ASV_1218,GCA_003136215.1,93.3 ,5.59,99.5 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Solibacter;s__Solibacter_sp003136215_[location=2..926]_[ssu_len=925]_[contig_len=42614],0.91,12712,323.6135852,7095248,7.2 ,0.63,6669
ASV_9638,GCA_009377845.1,93.3 ,4.5,99.7 ,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639;g__UBA8639;s__UBA8639_sp009377845_[location=38143..39681]_[ssu_len=1539]_[contig_len=46467],0.835,20866,277.4543767,3215483,3.3 ,0.51,3233
ASV_15684,GCA_021792855.1,93.3 ,2.91,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Chersky-822;s__Chersky-822_sp021792855_[location=5442..6955]_[ssu_len=1514]_[contig_len=21555],0.89,18910,309.9836319,4712588,4.9 ,0.71,4521
ASV_17661,GCA_002436105.1,93.3 ,0,99.5 ,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__UBA2199_sp002436105_[location=403891..405440]_[ssu_len=1550]_[contig_len=412349],0.906,333395,355.9536024,3116808,3.3 ,0.63,2651
ASV_2550,GCA_002841995.1,93.3 ,4.49,99.5 ,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6170;s__UBA6170_sp002841995_[location=11..1112]_[ssu_len=1102]_[contig_len=6934],0.896,21485,315.0918068,3948256,4.0 ,0.41,3747
ASV_18029,GCA_016200545.1,93.3 ,0.33,99.7 ,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UTPRO1;f__UTPRO1;g__DP-19;s__DP-19_sp016200545_[location=127056..128368]_[ssu_len=1313]_[contig_len=129804],0.905,77692,312.6634637,4516037,4.8 ,0.68,4371
ASV_18085,GCA_017881465.1,93.4 ,0.06,100.0 ,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__UBA4720_sp017881465_[location=27556..29078]_[ssu_len=1523]_[contig_len=31559],0.923,19489,312.8548387,2576911,2.8 ,0.62,2542
ASV_39360,GCA_020073325.1,93.4 ,4.5,99.5 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__Palsa-187_sp020073325_[location=2..915]_[ssu_len=914]_[contig_len=8847],0.927,14407,328.2737285,6542020,6.7 ,0.62,6174
ASV_4511,GCA_003166855.1,93.4 ,6.8,100.0 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__Sulfotelmatobacter_sp003166855_[location=12426..13921]_[ssu_len=1496]_[contig_len=16751],0.867,20777,315.2742113,6936785,6.9 ,0.58,6371
ASV_3120,GCA_003223135.1,93.4 ,0.45,100.0 ,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Gp22-AA2;f__Gp22-AA2;g__Gp22-AA3;s__Gp22-AA3_sp003223135_[location=21312..22870]_[ssu_len=1559]_[contig_len=23941],0.92,37720,347.9000914,3715941,4.0 ,0.68,3283
ASV_27945,GCF_001723305.1,93.4 ,0.03,99.5 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter_superfactus_[location=111367..112855]_[ssu_len=1489]_[contig_len=238484],0.865,144349,266.4997031,3100099,3.3 ,0.65,3368
ASV_2063,GCA_016713725.1,93.5 ,0.99,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__RPQJ01_sp016713725_[location=117199..118732]_[ssu_len=1534]_[contig_len=315058],0.878,196896,286.9554035,4139435,4.4 ,0.66,4238
ASV_5139,GCF_014489555.1,93.6 ,2.88,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter_qilianensis_[location=938207..939715]_[ssu_len=1509]_[contig_len=4629874],0.855,4629874,277.9466976,5026296,5.2 ,0.55,5178
ASV_13143,GCA_003158615.1,93.6 ,6,100.0 ,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__Fen-1308;s__Fen-1308_sp003170655_[location=1..915]_[ssu_len=915]_[contig_len=4324],0.842,16644,261.0575521,3556202,3.6 ,0.49,3840
ASV_145,GCA_020027655.1,93.6 ,1.94,100.0 ,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-1;s__DP-1_sp020027655_[location=9161..10716]_[ssu_len=1556]_[contig_len=12296],0.857,6127,259.9308257,4945602,5.2 ,0.55,5450
ASV_9848,GCA_017986985.1,93.6 ,1.75,99.7 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rubrivivax;s__Rubrivivax_sp016709385_[location=49925..51059]_[ssu_len=1135]_[contig_len=51061],0.913,35338,314.3900315,4260519,4.5 ,0.7,4133
ASV_27284,GCA_009377745.1,93.6 ,1.41,99.2 ,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__WHTK01;g__WHTK01;s__WHTK01_sp009377745_[location=164298..165487]_[ssu_len=1190]_[contig_len=165488],0.85,82839,277.0756279,3534093,3.7 ,0.64,3623
ASV_7466,GCA_020073605.1,93.6 ,0.1,99.5 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295_sp020073605_[location=87176..88706]_[ssu_len=1531]_[contig_len=118194],0.89,206012,333.3819742,3660007,3.9 ,0.61,3262
ASV_5312,GCF_000333355.1,93.6 ,2.55,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_sp000333355_[location=7843..9355]_[ssu_len=1513]_[contig_len=10572],0.871,15427,279.7729792,4165754,4.3 ,0.37,4330
ASV_11071,GCF_014396585.1,93.7 ,0.38,99.7 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium_rhizophilum_[location=2391285..2392768]_[ssu_len=1484]_[contig_len=2557483],0.908,2557483,286.7822878,2557483,2.7 ,0.65,2710
ASV_16271,GCA_019694155.1,93.7 ,0.49,99.2 ,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__JAGNNV01;g__JAGNNV01;s__JAGNNV01_sp019694155_[location=6942..8490]_[ssu_len=1549]_[contig_len=85455],0.937,39861,363.8795234,5272769,5.6 ,0.67,4532
ASV_4851,GCA_003138855.1,93.8 ,1.84,100.0 ,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756_sp003138855_[location=21448..22969]_[ssu_len=1522]_[contig_len=143579],0.86,49485,298.1481193,3997218,4.2 ,0.68,3855
ASV_14087,GCA_018261735.1,93.8 ,1.33,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Formivibrio;s__Formivibrio_sp018261735_[location=26288..27706]_[ssu_len=1419]_[contig_len=29334],0.9,84368,323.9826013,3780935,4.0 ,0.59,3506
ASV_15030,GCF_023330665.1,93.8 ,0.48,99.7 ,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465_sp023330665_[location=802345..803889]_[ssu_len=1545]_[contig_len=3458291],0.901,3458291,311.0782557,3458291,3.7 ,0.68,3348
ASV_8138,GCA_016704325.1,93.8 ,1.68,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA10324;g__JACCZZ01;s__JACCZZ01_sp016704325_[location=1276722..1278245]_[ssu_len=1524]_[contig_len=1283511],0.839,577635,339.5950271,4921780,5.2 ,0.42,4062
ASV_17715,GCA_016720285.1,93.8 ,0.5,99.7 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C;s__Rhodoferax_C_sp016705575_[location=572346..573876]_[ssu_len=1531]_[contig_len=920278],0.91,339733,310.4980862,4001922,4.2 ,0.59,3919
ASV_9134,GCF_024699945.1,93.8 ,1.05,99.5 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium_sp024699945_[location=2732044..2733522]_[ssu_len=1479]_[contig_len=4121349],0.866,4121349,276.1734757,4639629,4.9 ,0.69,4871
ASV_20278,GCA_022840855.1,93.8 ,2.24,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__SR-FBR-E99_sp009881065_[location=58..1613]_[ssu_len=1556]_[contig_len=2288],0.903,37623,339.374594,3117425,3.2 ,0.49,2771
ASV_6412,GCA_022647705.1,93.8 ,1.11,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28_sp016710685_[location=1493709..1495221]_[ssu_len=1513]_[contig_len=1817788],0.9,595105,330.6254491,3669916,3.9 ,0.57,3340
ASV_3528,GCA_004793885.1,93.8 ,1.85,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella_sp004793885_[location=1..1266]_[ssu_len=1266]_[contig_len=1396],0.905,87348,311.1021928,2485955,2.6 ,0.51,2417
ASV_4131,GCA_903902075.1,93.8 ,3.41,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium_sp903902075_[location=1..1244]_[ssu_len=1244]_[contig_len=11871],0.927,10579,282.7684175,2677457,2.8 ,0.64,2932
ASV_1863,GCA_004557415.1,93.9 ,3.23,100.0 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17_sp900542285_[location=5..1081]_[ssu_len=1077]_[contig_len=2306],0.879,43124,302.0713725,2620615,2.7 ,0.5,2550
ASV_15865,GCA_021814475.1,93.9 ,0.68,100.0 ,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__PALSA-1316;s__PALSA-1316_sp021814475_[location=36129..37651]_[ssu_len=1523]_[contig_len=37672],0.915,35690,311.1735617,3148293,3.3 ,0.55,3094
ASV_26131,GCF_024436395.1,93.9 ,0.08,99.2 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter_A;s__Pedobacter_A_mongoliensis_[location=3975..5493]_[ssu_len=1519]_[contig_len=6145],0.902,1210148,347.9354675,4549596,4.8 ,0.42,3936
ASV_19930,GCA_016702615.1,93.9 ,1.54,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__JADJPO01;s__JADJPO01_sp016713225_[location=399442..400957]_[ssu_len=1516]_[contig_len=413098],0.895,893142,324.7143118,5950811,6.2 ,0.7,5485
ASV_1827,GCA_022842985.1,93.9 ,2.85,99.7 ,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__CADEFD01;s__CADEFD01_sp022842985_[location=1..992]_[ssu_len=992]_[contig_len=8571],0.936,15294,332.7004075,4965071,5.1 ,0.7,4663
ASV_8830,GCA_016717425.1,93.9 ,1.17,99.7 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__CAIWHR01_sp016720425_[location=1..1483]_[ssu_len=1483]_[contig_len=177678],0.872,148734,311.4421891,4158425,4.4 ,0.7,3892
ASV_1438,GCA_018971345.1,93.9 ,2.35,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__REEB76;f__REEB76;g__REEB76;s__REEB76_sp018971605_[location=21261..22800]_[ssu_len=1540]_[contig_len=26196],0.919,26196,312.000466,2182822,2.3 ,0.62,2146
ASV_4550,GCA_902812425.1,93.9 ,2.2,99.7 ,d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_D;s__Rubrobacter_D_sp902812425_[location=7875..9418]_[ssu_len=1544]_[contig_len=12329],0.868,9909,252.6182199,4159103,4.3 ,0.64,4775
ASV_30839,GCA_003134765.1,93.9 ,0.77,99.7 ,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV80;s__AV80_sp003134765_[location=99759..101319]_[ssu_len=1561]_[contig_len=169338],0.888,178247,329.2128767,4048824,4.3 ,0.59,3650
ASV_14970,GCA_021404945.1,94.0 ,3.88,99.5 ,d__Bacteria;p__Eremiobacterota;c__Xenobia;o__Xenobiales;f__QWHO01;g__QWHO01;s__QWHO01_sp021404945_[location=3075..4574]_[ssu_len=1500]_[contig_len=28053],0.905,14309,306.9365427,7417852,7.6 ,0.65,7312
ASV_28420,GCA_005882215.1,94.0 ,0.86,99.7 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__VBCK01;s__VBCK01_sp005882215_[location=32108..33635]_[ssu_len=1528]_[contig_len=99330],0.903,27680,313.2116922,4547973,4.8 ,0.66,4379
